gpu_id,gpu_name,gpu_usage,gpu_free_memory,gpu_used_memory,gpu_total_memory,gpu_temperature,gpu_uuid,cpu_usage,ram_total,ram_available,ram_used,memory_usage,datetime
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,9.1%,15.44GB,4.37GB,9.07GB,71.7%,2022-04-07 16:01:11.241298
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,56.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.39GB,9.06GB,71.6%,2022-04-07 16:01:43.120234
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,8.8%,15.44GB,4.38GB,9.08GB,71.6%,2022-04-07 16:02:14.859479
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,7.3%,15.44GB,4.40GB,9.06GB,71.5%,2022-04-07 16:02:46.606633
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,7.3%,15.44GB,4.40GB,9.06GB,71.5%,2022-04-07 16:03:18.317764
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,56.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,6.7%,15.44GB,4.39GB,9.07GB,71.6%,2022-04-07 16:03:50.032497
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.32GB,9.15GB,72.0%,2022-04-07 16:04:21.774591
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,56.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.34GB,9.13GB,71.9%,2022-04-07 16:04:53.488471
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,53.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,50.0%,15.44GB,4.34GB,9.13GB,71.9%,2022-04-07 16:05:25.229188
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,52.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,8.2%,15.44GB,4.36GB,9.11GB,71.8%,2022-04-07 16:05:56.940386
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,51.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,9.3%,15.44GB,4.35GB,9.09GB,71.8%,2022-04-07 16:06:28.654946
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,51.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,7.4%,15.44GB,4.35GB,9.05GB,71.8%,2022-04-07 16:07:00.391255
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,54.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,10.6%,15.44GB,4.20GB,9.20GB,72.8%,2022-04-07 16:07:32.107958
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,55.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.24GB,9.16GB,72.6%,2022-04-07 16:08:03.820783
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,59.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,12.3%,15.44GB,4.01GB,9.21GB,74.1%,2022-04-07 16:08:35.534696
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,51.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,3.96GB,9.21GB,74.3%,2022-04-07 16:09:07.286304
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,53.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,6.2%,15.44GB,4.11GB,9.17GB,73.4%,2022-04-07 16:09:39.014494
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,54.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.2%,15.44GB,4.11GB,9.17GB,73.4%,2022-04-07 16:10:10.729972
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,55.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.11GB,9.17GB,73.4%,2022-04-07 16:10:42.442290
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,56.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.2%,15.44GB,4.11GB,9.17GB,73.4%,2022-04-07 16:11:14.184275
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,56.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.10GB,9.18GB,73.5%,2022-04-07 16:11:45.898303
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.2%,15.44GB,4.11GB,9.17GB,73.4%,2022-04-07 16:12:17.607458
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.2%,15.44GB,4.15GB,9.14GB,73.1%,2022-04-07 16:12:49.319459
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.14GB,9.14GB,73.2%,2022-04-07 16:13:21.063813
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,22.2%,15.44GB,4.14GB,9.14GB,73.2%,2022-04-07 16:13:52.788895
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.2%,15.44GB,4.13GB,9.16GB,73.2%,2022-04-07 16:14:24.487154
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.14GB,9.15GB,73.2%,2022-04-07 16:14:56.229847
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,25.0%,15.44GB,4.29GB,9.00GB,72.2%,2022-04-07 16:15:27.978626
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.5%,15.44GB,4.29GB,9.00GB,72.2%,2022-04-07 16:15:59.693274
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.1%,15.44GB,4.28GB,9.01GB,72.3%,2022-04-07 16:16:31.431336
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.1%,15.44GB,4.27GB,9.02GB,72.4%,2022-04-07 16:17:03.150272
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,16.7%,15.44GB,4.28GB,9.01GB,72.3%,2022-04-07 16:17:34.894955
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.8%,15.44GB,4.27GB,9.01GB,72.3%,2022-04-07 16:18:06.599479
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,6.3%,15.44GB,4.30GB,9.01GB,72.1%,2022-04-07 16:18:38.315390
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,56.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.9%,15.44GB,4.29GB,9.03GB,72.2%,2022-04-07 16:19:10.054245
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.28GB,9.03GB,72.3%,2022-04-07 16:19:41.772413
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.3%,15.44GB,4.30GB,9.01GB,72.1%,2022-04-07 16:20:13.512950
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.30GB,9.02GB,72.2%,2022-04-07 16:20:45.222506
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.2%,15.44GB,4.30GB,9.01GB,72.1%,2022-04-07 16:21:16.933471
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.5%,15.44GB,4.32GB,9.01GB,72.0%,2022-04-07 16:21:48.653765
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,55.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.1%,15.44GB,4.31GB,9.01GB,72.1%,2022-04-07 16:22:20.361840
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,56.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.1%,15.44GB,4.30GB,9.02GB,72.1%,2022-04-07 16:22:52.076212
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.1%,15.44GB,4.32GB,9.02GB,72.0%,2022-04-07 16:23:23.783826
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.2%,15.44GB,4.32GB,9.02GB,72.0%,2022-04-07 16:23:55.486183
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.1%,15.44GB,4.30GB,9.04GB,72.2%,2022-04-07 16:24:27.175161
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.32GB,9.02GB,72.0%,2022-04-07 16:24:58.889966
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.3%,15.44GB,4.31GB,9.03GB,72.1%,2022-04-07 16:25:30.627933
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,28.6%,15.44GB,4.30GB,9.03GB,72.1%,2022-04-07 16:26:02.347990
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,56.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.2%,15.44GB,4.31GB,9.03GB,72.1%,2022-04-07 16:26:34.054409
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.1%,15.44GB,4.31GB,9.03GB,72.1%,2022-04-07 16:27:05.772098
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.31GB,9.03GB,72.1%,2022-04-07 16:27:37.480764
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.31GB,9.03GB,72.1%,2022-04-07 16:28:09.228039
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.1%,15.44GB,4.29GB,9.04GB,72.2%,2022-04-07 16:28:40.936588
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,50.0%,15.44GB,4.28GB,9.05GB,72.2%,2022-04-07 16:29:12.679408
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,56.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.0%,15.44GB,4.29GB,9.04GB,72.2%,2022-04-07 16:29:44.393982
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.2%,15.44GB,4.29GB,9.05GB,72.2%,2022-04-07 16:30:16.139557
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.2%,15.44GB,4.29GB,9.05GB,72.2%,2022-04-07 16:30:47.849438
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.2%,15.44GB,4.28GB,9.06GB,72.3%,2022-04-07 16:31:19.595039
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.2%,15.44GB,4.29GB,9.04GB,72.2%,2022-04-07 16:31:51.270900
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,12.5%,15.44GB,4.29GB,9.04GB,72.2%,2022-04-07 16:32:23.029273
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.29GB,9.05GB,72.2%,2022-04-07 16:32:54.727091
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.1%,15.44GB,4.29GB,9.05GB,72.2%,2022-04-07 16:33:26.446068
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.29GB,9.05GB,72.2%,2022-04-07 16:33:58.187120
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.5%,15.44GB,4.26GB,9.08GB,72.4%,2022-04-07 16:34:29.927229
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.0%,15.44GB,4.28GB,9.06GB,72.3%,2022-04-07 16:35:01.640867
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.0%,15.44GB,4.28GB,9.06GB,72.3%,2022-04-07 16:35:33.350338
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,56.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,12.5%,15.44GB,4.24GB,9.10GB,72.5%,2022-04-07 16:36:05.072514
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.2%,15.44GB,4.25GB,9.09GB,72.5%,2022-04-07 16:36:36.773587
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.2%,15.44GB,4.26GB,9.08GB,72.4%,2022-04-07 16:37:08.520420
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,50.0%,15.44GB,4.25GB,9.08GB,72.5%,2022-04-07 16:37:40.270061
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.1%,15.44GB,4.25GB,9.08GB,72.5%,2022-04-07 16:38:12.011098
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.2%,15.44GB,4.24GB,9.10GB,72.5%,2022-04-07 16:38:43.750500
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.2%,15.44GB,4.23GB,9.11GB,72.6%,2022-04-07 16:39:15.495302
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.24GB,9.10GB,72.5%,2022-04-07 16:39:47.241832
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.1%,15.44GB,4.23GB,9.10GB,72.6%,2022-04-07 16:40:18.955112
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.1%,15.44GB,4.25GB,9.08GB,72.5%,2022-04-07 16:40:50.663023
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.0%,15.44GB,4.24GB,9.09GB,72.5%,2022-04-07 16:41:22.409914
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.24GB,9.10GB,72.5%,2022-04-07 16:41:54.153342
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,56.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.25GB,9.09GB,72.5%,2022-04-07 16:42:25.868029
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.1%,15.44GB,4.24GB,9.10GB,72.5%,2022-04-07 16:42:57.611825
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,4.9%,15.44GB,4.29GB,9.05GB,72.2%,2022-04-07 16:43:29.356191
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.27GB,9.06GB,72.3%,2022-04-07 16:44:01.096671
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.0%,15.44GB,4.27GB,9.07GB,72.3%,2022-04-07 16:44:32.811574
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.28GB,9.06GB,72.3%,2022-04-07 16:45:04.525413
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.0%,15.44GB,4.28GB,9.06GB,72.3%,2022-04-07 16:45:36.234648
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.28GB,9.06GB,72.3%,2022-04-07 16:46:07.978851
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.2%,15.44GB,4.27GB,9.06GB,72.3%,2022-04-07 16:46:39.688037
