gpu_id,gpu_name,gpu_usage,gpu_free_memory,gpu_used_memory,gpu_total_memory,gpu_temperature,gpu_uuid,cpu_usage,ram_total,ram_available,ram_used,memory_usage,datetime
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.1%,15.44GB,4.27GB,9.06GB,72.3%,2022-04-07 16:47:11.431036
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.27GB,9.06GB,72.3%,2022-04-07 16:47:43.177144
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.28GB,9.06GB,72.3%,2022-04-07 16:48:14.922863
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.2%,15.44GB,4.28GB,9.06GB,72.3%,2022-04-07 16:48:46.632993
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.1%,15.44GB,4.26GB,9.08GB,72.4%,2022-04-07 16:49:18.342808
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,20.0%,15.44GB,4.27GB,9.06GB,72.3%,2022-04-07 16:49:50.092013
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.0%,15.44GB,4.27GB,9.07GB,72.3%,2022-04-07 16:50:21.800514
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.27GB,9.06GB,72.3%,2022-04-07 16:50:53.510371
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.27GB,9.06GB,72.3%,2022-04-07 16:51:25.224716
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.27GB,9.06GB,72.3%,2022-04-07 16:51:56.937935
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.26GB,9.07GB,72.4%,2022-04-07 16:52:28.680493
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,56.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.4%,15.44GB,4.25GB,9.09GB,72.5%,2022-04-07 16:53:00.422392
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,56.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,4.9%,15.44GB,4.26GB,9.07GB,72.4%,2022-04-07 16:53:32.135552
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.2%,15.44GB,4.25GB,9.09GB,72.5%,2022-04-07 16:54:03.854069
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.24GB,9.09GB,72.5%,2022-04-07 16:54:35.559350
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.24GB,9.09GB,72.5%,2022-04-07 16:55:07.272376
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.1%,15.44GB,4.25GB,9.09GB,72.5%,2022-04-07 16:55:39.015817
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.25GB,9.08GB,72.5%,2022-04-07 16:56:10.736113
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.2%,15.44GB,4.25GB,9.09GB,72.5%,2022-04-07 16:56:42.470446
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.25GB,9.09GB,72.5%,2022-04-07 16:57:14.184396
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.2%,15.44GB,4.25GB,9.09GB,72.5%,2022-04-07 16:57:45.863860
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.2%,15.44GB,4.23GB,9.10GB,72.6%,2022-04-07 16:58:17.578663
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.3%,15.44GB,4.23GB,9.11GB,72.6%,2022-04-07 16:58:49.319487
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,56.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.3%,15.44GB,4.26GB,9.07GB,72.4%,2022-04-07 16:59:21.034106
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.2%,15.44GB,4.29GB,9.05GB,72.2%,2022-04-07 16:59:52.779061
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.0%,15.44GB,4.28GB,9.05GB,72.3%,2022-04-07 17:00:24.518278
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,4.9%,15.44GB,4.29GB,9.05GB,72.2%,2022-04-07 17:00:56.231905
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.1%,15.44GB,4.26GB,9.08GB,72.4%,2022-04-07 17:01:27.945913
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.0%,15.44GB,4.27GB,9.06GB,72.3%,2022-04-07 17:01:59.691055
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.0%,15.44GB,4.26GB,9.08GB,72.4%,2022-04-07 17:02:31.399981
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.0%,15.44GB,4.28GB,9.06GB,72.3%,2022-04-07 17:03:03.111431
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.27GB,9.06GB,72.3%,2022-04-07 17:03:34.825706
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.7%,15.44GB,4.26GB,9.08GB,72.4%,2022-04-07 17:04:06.565893
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,56.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.26GB,9.07GB,72.4%,2022-04-07 17:04:38.280688
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,25.0%,15.44GB,4.26GB,9.07GB,72.4%,2022-04-07 17:05:09.993662
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.3%,15.44GB,4.26GB,9.08GB,72.4%,2022-04-07 17:05:41.706132
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.24GB,9.09GB,72.5%,2022-04-07 17:06:13.454575
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,11.1%,15.44GB,4.26GB,9.08GB,72.4%,2022-04-07 17:06:45.169689
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.5%,15.44GB,4.26GB,9.08GB,72.4%,2022-04-07 17:07:16.868762
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.3%,15.44GB,4.25GB,9.09GB,72.5%,2022-04-07 17:07:48.620763
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,56.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.4%,15.44GB,4.25GB,9.08GB,72.5%,2022-04-07 17:08:20.361475
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.5%,15.44GB,4.25GB,9.09GB,72.5%,2022-04-07 17:08:52.070757
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.5%,15.44GB,4.23GB,9.10GB,72.6%,2022-04-07 17:09:23.782909
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.25GB,9.09GB,72.5%,2022-04-07 17:09:55.494545
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.24GB,9.10GB,72.6%,2022-04-07 17:10:27.203509
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.3%,15.44GB,4.23GB,9.10GB,72.6%,2022-04-07 17:10:58.923330
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.3%,15.44GB,4.23GB,9.11GB,72.6%,2022-04-07 17:11:30.663875
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.17GB,9.14GB,73.0%,2022-04-07 17:12:02.408708
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,54.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.15GB,9.15GB,73.1%,2022-04-07 17:12:34.153043
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,54.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,10.6%,15.44GB,4.15GB,9.15GB,73.1%,2022-04-07 17:13:05.865719
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,52.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,8.2%,15.44GB,4.13GB,9.17GB,73.3%,2022-04-07 17:13:37.610671
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,54.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,12.1%,15.44GB,4.04GB,9.30GB,73.8%,2022-04-07 17:14:09.319929
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,56.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.09GB,9.26GB,73.5%,2022-04-07 17:14:41.061829
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,55.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.06GB,9.27GB,73.7%,2022-04-07 17:15:12.812312
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,56.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,0.0%,15.44GB,4.04GB,9.29GB,73.8%,2022-04-07 17:15:44.557871
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,12.5%,15.44GB,4.07GB,9.30GB,73.7%,2022-04-07 17:16:16.296443
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,54.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,13.1%,15.44GB,3.86GB,9.48GB,75.0%,2022-04-07 17:16:48.040760
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,55.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,10.9%,15.44GB,3.87GB,9.45GB,74.9%,2022-04-07 17:17:19.787989
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,56.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,10.1%,15.44GB,3.88GB,9.44GB,74.9%,2022-04-07 17:17:51.530146
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,55.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,8.1%,15.44GB,3.90GB,9.43GB,74.7%,2022-04-07 17:18:23.239088
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,53.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,7.8%,15.44GB,3.89GB,9.42GB,74.8%,2022-04-07 17:18:54.956290
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,53.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,7.8%,15.44GB,3.89GB,9.42GB,74.8%,2022-04-07 17:18:54.956157
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,52.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,9.2%,15.44GB,4.94GB,8.52GB,68.0%,2022-04-07 17:39:38.051499
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,53.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,10.3%,15.44GB,5.03GB,8.42GB,67.4%,2022-04-07 17:44:17.834956
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,54.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,8.0%,15.44GB,4.97GB,8.51GB,67.8%,2022-04-07 17:44:49.611262
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,55.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,7.9%,15.44GB,4.94GB,8.53GB,68.0%,2022-04-07 17:45:21.351079
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,8.2%,15.44GB,4.86GB,8.57GB,68.5%,2022-04-07 17:45:53.068533
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,56.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,11.4%,15.44GB,4.76GB,8.70GB,69.2%,2022-04-07 17:46:24.816198
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,9.1%,15.44GB,4.64GB,8.82GB,69.9%,2022-04-07 17:46:56.527591
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,10.2%,15.44GB,4.63GB,8.80GB,70.0%,2022-04-07 17:47:28.237054
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,56.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,8.5%,15.44GB,4.95GB,8.48GB,67.9%,2022-04-07 17:47:59.971876
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,10.6%,15.44GB,4.98GB,8.48GB,67.7%,2022-04-07 17:48:31.691184
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,12.9%,15.44GB,4.58GB,8.86GB,70.3%,2022-04-07 17:49:03.397329
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,53.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,27.4%,15.44GB,3.82GB,9.58GB,75.2%,2022-04-07 17:49:35.120163
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,53.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,23.0%,15.44GB,4.00GB,9.41GB,74.1%,2022-04-07 17:50:06.829517
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,54.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,17.9%,15.44GB,4.19GB,9.24GB,72.9%,2022-04-07 17:50:38.538180
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,52.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,15.6%,15.44GB,4.80GB,8.69GB,68.9%,2022-04-07 17:51:10.246113
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,53.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,5.6%,15.44GB,4.90GB,8.60GB,68.3%,2022-04-07 17:51:41.962067
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,56.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,11.2%,15.44GB,4.90GB,8.60GB,68.3%,2022-04-07 17:52:13.698740
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,9.4%,15.44GB,4.88GB,8.61GB,68.4%,2022-04-07 17:52:45.417989
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,8.5%,15.44GB,4.91GB,8.59GB,68.2%,2022-04-07 17:53:17.124385
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,54.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,7.7%,15.44GB,4.93GB,8.58GB,68.1%,2022-04-07 17:53:48.831573
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,56.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,9.7%,15.44GB,5.00GB,8.55GB,67.6%,2022-04-07 17:54:20.548572
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,55.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,11.1%,15.44GB,5.03GB,8.52GB,67.4%,2022-04-07 17:54:52.266709
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,56.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,9.5%,15.44GB,4.98GB,8.57GB,67.7%,2022-04-07 17:55:24.010655
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,57.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,9.8%,15.44GB,4.91GB,8.61GB,68.2%,2022-04-07 17:55:55.756862
0.0,Quadro T1000,0.0%,3901.0MB,10.0MB,4096.0MB,58.0 °C,GPU-2ed36c7e-fea2-01a9-2314-5efa95d5ce22,8.4%,15.44GB,4.85GB,8.67GB,68.6%,2022-04-07 17:56:27.463495